tipo,numero,titulo,descripcion,comentarios
Issue,4641,Nuevo formato modelo 390 para 2025,"https://sede.agenciatributaria.gob.es/Sede/ayuda/disenos-registro/modelos-300-399.html

https://sede.agenciatributaria.gob.es/static_files/Sede/Disenyo_registro/DR_300_399/archivos_25/dr390e2025.xlsx",PR: https://github.com/OCA/l10n-spain/pull/4690 [SEP] Implementado.
Issue,4639,[18.0] l10n_es_facturae error al validar las facturas con etiquetas vacias,"## Modulo
l10n_es_facturae

## Descripción de error
Error al validar facturas generadas para FACE

## Versión
18.0

## Pasos para reproducir:
1. Generar factura con FACE
2. Validar la factura en https://face.gob.es/es/facturas/validar-visualizar-facturas
3. Se obtiene un error del tipo :
El formato de la factura es incorrecto
Línea 50: Element 'CnoCnae': [facet 'length'] The value has a length of '0'; this differs from the allowed length of '5'.

","El validador no parece funcionar correctamente, ya que el XSD sí se cumple, y las facturas suben a FACe. ¿Has probado a subir alguna? [SEP] Si, este es el error que me da al intentar subir.

<img width=""1600"" height=""860"" alt=""Image"" src=""https://github.com/user-attachments/assets/231c20f1-dbd5-4084-8c13-1cfc282ce151"" /> [SEP] Creo que puede ser por los experimentos con el nuevo sistema FACe que están haciendo. @etobella tú tienes problemas? [SEP] Con la integración directa no he visto errores en mis clientes. Por lo que veo del error, se queja de que la etiqueta CnoCnae está definida pero debería estar vacía, pero esto en teoría no se rellena y se vacía automáticamente. [SEP] @etobella se queja de todas las etiquetas que estan vacias, yo he hecho un fix para que las que estan vacias no las ponga en el fichero y ya me deja subir bien, pero creo que se debe de corregir en el módulo. [SEP] @manuelcalerosolis La limpieza ya se hace automáticamente aquí y está así desde hace tiempo. Los ficheros firmados desde el Odoo deberían salir limpios.

https://github.com/OCA/l10n-spain/blob/18.0/l10n_es_facturae/reports/report_facturae.py#L45 [SEP] Mis clientes lo estan exportando sin firmar, tambien deben de salir limpios, ¿no? [SEP] No lo sé, nunca los he usado así, ya que te complicas mucho la vida. Si lo ves necesario puedes proponer un PR 😉 "
Issue,4637,[14.0][FIX] l10n_es_verifactu_oca: verifactu mixin macrodata computation,"https://github.com/OCA/l10n-spain/blob/9b36a6849d6e56d1b30eb0bb8b2816fa8ede7cf6/l10n_es_verifactu_oca/models/verifactu_mixin.py#L129

Este método ya no existe,  al parecer se sustituye por _get_verifactu_taxes_and_total() , si lo confirman corregimos 

",Debéis hacer backport de #4602 
Issue,4632,[16.0] l10n_es_verifactu_oca: Error bloqueante de envío de facturas sin detalle,"## Module
l10n_es_verifactu_oca

## Describe the bug
El sistema permite crear facturas sin DetalleDesglose. 

{
...
        ""Desglose"": {
            ""DetalleDesglose"": []
        },
...
}

El XML que se genera no pasa validación del  xsd de hacienda y deja la factura en cuestión not sent y sin posibilidad de pasar adelante:

*** zeep.exceptions.ValidationError: Expected at least 1 items (minOccurs check) 0 items found. (RegFactuSistemaFacturacion.RegistroFactura.Desglose.DetalleDesglose)


**Esto acaba provocando un fallo en cadena de tal forma que a partir de esa factura no es envía nada a verifactu**


## To Reproduce

Simplemente poner una factura con una sola linia que tenga impuesto IVA ""IVA Exento No Sujeto""

## Expected behavior

- Que el impuesto ""IVA Exento No Sujeto"" genere información de desglose (ni que sea a 0)
   Esta es la forma fácil de reproducir el error

- Que durante la validación de factura se verifique que cumple con el xsd de hacienda.
   Esto permitiria controlar errrores que ahora mismo no se hayan encontrado y ser mas seguras de cara a un futuro cambio en el xsd de hacienda.

- Que en caso de error de zeep no se pueda validar dee un error más concreto que ""Connection error with VERI*FACTU"" ya que a demás no es cierto. En todo caso debería ser ""Error validating information"". Si a demás se pudiera anexar el error que arroja el zeep ya sería fantástico.

- Alternativa que no sé si sería válida según verifactu. No mandar información para facturas que no tengan DetalleDesglose
",
Issue,4631,[16.0][FIX] l10n_es_verifactu_oca,"<!-- Provide a general summary of the issue in the Title above.
Before opening the issue, please check that there isn't another issue addressing the same problem already created -->

## Module
l10n_es_verifactu_oca

## Describe the bug
El módulo permite crear diarios de venta sin activar la casilla ""Verifactu"".
Esto provoca que, de forma implícita, se puedan emitir facturas mediante esos diarios sin cumplir el reglamento Verifactu, aun cuando el entorno ya está desplegado y funcionando con el módulo.

En la práctica, el sistema no garantiza que todos los diarios de ventas estén sujetos a Verifactu una vez el módulo está en uso, lo que puede generar incumplimientos regulatorios.

## To Reproduce
**Affected versions**:
16.0

Steps to reproduce the behavior:
Instalar y configurar el módulo l10n_es_verifactu_oca.

Emitir facturas con el check de verifactu activado en el diario

Crear **OTRO** diario de tipo ""Ventas"".

Observar que la casilla ""Verifactu"" no está activada por defecto. Permite **no** activarla

Emitir una factura usando ese nuevo diario.

La factura se genera connormalidad sin pasar por el flujo Verifactu.

**Expected behavior**
Una vez desplegado el módulo Verifactu, se espera que:

Todos los diarios de ventas estén obligatoriamente vinculados a Verifactu.

O, alternativamente, que el sistema impida crear diarios de ventas sin activar el check.

O que el sistema bloquee la emisión de facturas desde diarios sin Verifactu si la base está configurada para ello.

El comportamiento esperado debe evitar en todo caso la posibilidad de emitir facturas fuera del cumplimiento del reglamento.

**Additional context**
Odoo permite la creación de diarios de ventas manuales sin marcar la opción Verifactu.

Esto puede provocar incumplimiento normativo si un usuario emite facturas desde un diario sin Verifactu activado.","Yo por mi parte no veo bug aquí. Sí podría ser interesante que, cuando se crean nuevos diarios de venta, se genere alguna alerta del tipo ""Por favor, revise si debe activar la comunicación Verifactu en este diario"".

Hay casos en los que se necesitan registrar / importar en Odoo facturas de venta que han sido generadas desde otro SIF y, por lo tanto, ya han sido comunicadas a Verifactu en ese otro sistema.
 [SEP] El SIF debe cumplir la normativa siempre.
Permitir crear facturas sin ese check activado no cumple el reglamento de facturacion

Ahí esta mi preocupación [SEP] La verdad es que aunque haya casuísticas que puedan justificar no enviar a VERI\*FACTU, esto es la puerta abierta a tener un diario de ""caja B"". @almumu @anmarmo1 @SoniaViciana recordáis cuál fue la razón inicial de habilitar VERI\*FACTU por diarios? O fue solo por mimetizar con el SII?

Y lo mismo podría plantearse de las posiciones fiscales. [SEP] Disculpas si convenís que esto aquí no procede

Pero si viene a colación

Hay una casuística que igual puede ser tenida en cuenta

Cuando el destinatario de las operaciones es quien emite la factura en nombre del emisor

El destinatario envía a la AEAT pues es él quien la ha generado con un SIF y esa AUTOfactura se la envía al emisor

Vamos a necesitar introducir en odoo esa factura para contabilizarla, pero esa factura ya ha sido enviada, ya tiene una serie y un número

Se podría limitar o modificar algún elemento de todos los registros account.move que pertenezcan a esos diarios concretos para que no generen facturas a través de la modificación del reporte

 [SEP] Pongo un escenario real:

-Empresa del sector eléctrico que utiliza Odoo como ERP para su operativa general (contabilidad, compras, facturación propia, etc.).
-Además, subcontrata un SIF externo para la emisión de determinadas facturas en su nombre.

Ese SIF externo:

-Genera su propia serie y numeración,
-Remite esas facturas a Verifactu, cumpliendo con las obligaciones técnicas de envío establecidas en el reglamento.

Para poder llevar la contabilidad consolidada en Odoo, la empresa debe importar periódicamente esas facturas ya emitidas en el sistema externo. Deben existir como facturas en Odoo (por IVA, libros, modelos fiscales, conciliaciones…), pero no deberían reenviarse a Verifactu, ya que ese envío ya se realizó correctamente desde el primer SIF.

Por ese motivo, veo lógico que el módulo de OCA permita configurar diarios en los que:

-Se registren e integren esas facturas externas,
-Pero con Verifactu desactivado para evitar duplicidades en la AEAT.

Desde mi punto de vista, la configuración por diario no es un error, sino que permite cubrir escenarios en los que una empresa factura desde varios SIF y, aun así, centraliza toda su contabilidad en Odoo.

En este contexto existirían dos SIF diferenciados:

-El SIF externo, que emite y, por tanto, es responsable de enviar a Verifactu lo que él mismo genera.
-Odoo, que actúa como SIF únicamente respecto a las facturas emitidas efectivamente en Odoo. Los diarios “no Verifactu” no emiten; simplemente contabilizan facturas originadas en otros sistemas.

Coincido con Pedro en que esta flexibilidad podría malutilizarse para crear diarios “opacos”, pero entiendo que ese riesgo existe en prácticamente cualquier ERP y no deriva de la funcionalidad en sí, sino del control interno y los procesos de cada empresa.
 [SEP] Con ese planteamiento

Se permite emitir facturas al margen del reglamento

No es viable [SEP] FAQ para desarrolladores de la AEAT: https://www.agenciatributaria.es/static_files/AEAT_Desarrolladores/EEDD/IVA/VERI-FACTU/FAQs-Desarrolladores.pdf

El punto 10, importación de facturas, creo que da la pista sobre el tema. Pongo este extracto:

[...]Por lo tanto, en los sistemas del empresario,
efectivamente, este tendrá facturas de dos clases: las producidas con su SIF y las
producidas con el SIF del empresario al que delegue esa facturación. Esas otras
facturas, naturalmente no se tienen ni que volver a imprimir con QR, ni mucho menos
volver a enviarlas a la Sede Electrónica de la AEAT. Ambas funcionalidades las habrá
realizado el SIF de la empresa que materialmente las haya emitido.[...]


 [SEP] El módulo de odoo SA para 18 por ejemplo , no permite desconectar verifactu en un diario de ventas si verifactu está activado [SEP] Sin embargo, el módulo de odoo SA no bloquea el diario de ventas con el hash de odoo (esto sería otra cuestion) [SEP] Propuesta de solución

En aquellos deployments donde Verifactu esté activado a nivel de compañía —como sucede actualmente— puede darse el caso de que existan diarios con la opción Verifactu activada y otros diarios donde dicha opción no esté activada.

Para garantizar el cumplimiento normativo y evitar inconsistencias, se propone aplicar una restricción directa sobre los movimientos contables (account.move) que pertenezcan a diarios con Verifactu desactivado.

Restricción propuesta

Para los registros de account.move cuyo diario no tenga habilitada la opción Verifactu, se aplicarán los siguientes bloqueos:

1. No permitir imprimir

Los documentos contables asociados a estos diarios no podrán ser impresos bajo ninguna circunstancia.
Esto evita que se generen versiones impresas que puedan interpretarse como documentos oficiales cuando no cumplen con los requisitos Verifactu.

2. No permitir enviar

Del mismo modo, estos documentos no podrán enviarse a terceros (por email u otros medios) desde el sistema.
El objetivo es impedir que se distribuyan documentos que no estén validados conforme al estándar Verifactu.

Resultado esperado

Con esta limitación:

Los diarios con Verifactu activado seguirán funcionando con todas las características previstas (envío, impresión, informes…).

Los diarios sin Verifactu activado quedarán claramente diferenciados, sin posibilidad de imprimir ni enviar sus movimientos.

Se evita cualquier uso indebido o interpretación errónea de documentos no validados según Verifactu.

Se garantiza un funcionamiento coherente dentro del mismo deployment mixto. [SEP] > La verdad es que aunque haya casuísticas que puedan justificar no enviar a VERI*FACTU, esto es la puerta abierta a tener un diario de ""caja B"". [@almumu](https://github.com/almumu) [@anmarmo1](https://github.com/anmarmo1) [@SoniaViciana](https://github.com/SoniaViciana) recordáis cuál fue la razón inicial de habilitar VERI*FACTU por diarios? O fue solo por mimetizar con el SII?
> 
> Y lo mismo podría plantearse de las posiciones fiscales.

Hola Pedro, lo dejamos abierto por que se planteo el tema de las auto-facturas y posibles casos en los que no se tuviesen que remitir a AEAT, Realmente, no se si realmente hay casos en los que no aplique el verifactu a parte de diarios que se utilicen para importar ventas y cosas asi, pero personalmente yo no lo contemplaría en un diario de venta ya que si lo tratamos como factura nos obliga a tener un registro de facturacion aunque no se envie a AEAT y la implementacion de eso se complica, el registro de facturacion no es la propia factura en el documento de faq's en el punto 10 ""Cada factura tiene un Registro de Facturación (RF). En la configuración de dicho RF se incluye la identidad del SIF emisor. Por lo tanto, las facturas, mejor dicho los Registros
de Facturación, que se encuentren soportados en un sistema de Gestión, pero que no
hayan sido producidos por el SIF del empresario, son fácilmente identificables como
RFs importados para dicha gestión"" Eso implica que guardemos la identificación del SIF original [SEP] En ese sentido, quizás sería interesante habilitar un campo de la cabecera de la factura, para diarios de venta No Verifactu, en el que se pueda informar la identificación del SIF original.
 [SEP] Y, también, lo que indica cesarsc79 tiene sentido: si se trata de facturas importadas desde otro SIF, hacia un diario de ventas de Odoo No Verifactu, quizás se podría plantear la posibilidad de impedir que se pueda imprimir o enviar una factura, estas facturas solo deberían existir en Odoo con propósitos de gestión contable, declaración de impuestos... Pero no para reimpresión (al menos el Qr ya no sale) o para envío.  [SEP] Cuantas más vueltas le doy, más se debería prohibir estos diarios que no envíen a VERI*FACTU. Si alguien importa, que en su proceso de importación neutralice esas facturas para que no se envíen otra vez (por ejemplo, tocando el estado VERI*FACTU y poniéndolo a enviado). [SEP] Esos diarios serán necesarios en varios escenarios

Autofacturas
Facturas emitidas con otro SIF

Debemos tener en cuenta que este reglamento está orientado más al fabricante de software que al cliente final. Solo hay que ver las sanciones

Lo de la declaración responsable firmada por el propio cliente, no es una solución [SEP] Creo que aquellos que quieran bajo su riesgo tener esos diarios, debería ser mediante un módulo extra que lo habilite, pero no en el módulo base. ¿Estáis de acuerdo los que habéis intervenido en el desarrollo? [SEP] La solución que comentas, Pedro, me parece la solución ideal: módulo base restrictivo y plenamente orientado a la norma. Módulo extra, permitirá que quienes usen Odoo como SIF pero también deban importar de SIF diferentes (imprescindible en determinadas operativas o sectores), tengan una solución para ello. [SEP] > Creo que aquellos que quieran bajo su riesgo tener esos diarios, debería ser mediante un módulo extra que lo habilite, pero no en el módulo base. ¿Estáis de acuerdo los que habéis intervenido en el desarrollo?

A colación de lo que dices, he estado pensando otra posible solución que tiene en cuenta tus comentarios.......


### 📝 PROPUESTA FUNCIONAL Y TÉCNICA PARA `l10n_es_verifactu_oca

A raíz del debate sobre la posibilidad de crear diarios de ventas sin Verifactu aun teniendo Verifactu activo en la compañía, y considerando además la necesidad de gestionar **facturas emitidas por otros SIF** (autofacturas, delegación de facturación, SIF sectoriales…), propongo la siguiente solución dividida en dos niveles:

---

# 1️⃣ PROPUESTA FUNCIONAL

## 1.1. Comportamiento del módulo base `l10n_es_verifactu_oca` (estricto y seguro)

Cuando una compañía tenga Verifactu activado:

1. **Todos los diarios de tipo “Ventas” deben ser Verifactu por defecto**  
   - Al crear un diario con `type = sale`, el check Verifactu debe venir marcado automáticamente.  
   - No debería ser posible desmarcarlo desde el módulo base.

2. **No se deben poder validar facturas de venta fuera del flujo Verifactu**  
   - Si la compañía tiene Verifactu activo y se valida una factura de cliente (`out_invoice` / `out_refund`):
     - El diario debe tener Verifactu activado.  
     - Si no lo tiene → error.
   - Mensaje propuesto:
     > “No se pueden validar facturas de venta en un diario sin Verifactu cuando la compañía tiene Verifactu activado.”

3. **Sin modalidad “NO Verifactu” en el módulo base**  
   - En Odoo 16 (OCA) solo contemplamos la modalidad “Verifactu”.  
   - Toda factura emitida desde un diario de venta normal debe pasar por Verifactu.

Este comportamiento evita:
- la emisión de facturas de “caja B”,
- inconsistencias en la traza Verifactu,
- errores involuntarios por parte del usuario.

---

## 1.2. Módulo adicional OCA (nuevo): gestión de **facturas importadas desde otros SIF**

La AEAT, en la FAQ 10 (“Importación de facturas desde otros sistemas”), especifica que pueden coexistir:

- facturas emitidas por el SIF del empresario (Odoo), y  
- facturas emitidas por otro SIF (delegado, del destinatario, sectorial…).  

Estas facturas **no deben reenviarse a AEAT ni reimprimirse con QR**, pero sí deben almacenarse indicando el **SIF emisor original**.

Para cubrir estos escenarios, se propone un módulo adicional (p. ej. `l10n_es_verifactu_oca_import`) con:

### a) Nuevo modo de diario:  
**“Diario de importación desde otro SIF”**

Campo nuevo en `account.journal` (solo tipo `sale`):

- `verifactu_import_journal = True` → el diario se usa para **registrar facturas emitidas por otro SIF**, no por Odoo.

Al activarlo:
- La opción Verifactu del diario se desactiva (este diario no actúa como SIF).  
- Odoo no debe generar RF ni enviar nada a AEAT para estas facturas.

### b) Nuevos campos en la factura (`account.move`)

Para facturas en diarios de importación:

- `external_sif_id` – Identificador del SIF original.  
- `external_sif_installation` – Nº de instalación del SIF original.  
- `external_rf_identifier` – Identificador del RF original (si se tiene).  
- `is_external_invoice` (compute) – Indica que es una factura importada.

Esto permite cumplir la trazabilidad prevista en la FAQ 10.

### c) Restricciones: sin impresión ni envío

Para `is_external_invoice = True`:

- No se permite **imprimir** la factura desde Odoo.  
- No se permite **enviarla por email** desde Odoo.

La impresión y entrega al cliente ya la realizó el SIF original.

### d) Exclusión del flujo Verifactu

Las facturas importadas:

- No deben generar RF Verifactu.  
- No entran en el hash encadenado.  
- No se seleccionan para envío a AEAT.  
- Pueden existir para contabilidad, libros de IVA y modelos fiscales.

---

# 2️⃣ PROPUESTA TÉCNICA

## 2.1. Módulo base

### `account.journal`
- En `create` / `write`:
  - Si `type == 'sale'` y Verifactu está activo en la compañía:
    - Forzar `verifactu = True` salvo que el módulo extra marque explícitamente el diario como `verifactu_import_journal`.

### `account.move`
- En `action_post`:
  - Si es factura de cliente y:
    - diario es tipo `sale`,
    - Verifactu está activo a nivel de compañia,
    - Verifactu no activado en el diario
    - y **NO** es diario de importación → error.

---

## 2.2. Módulo adicional `l10n_es_verifactu_oca_import`

### Nuevos campos en `account.journal`
```python
verifactu_import_journal = fields.Boolean(
    string=""Diario de importación desde otro SIF"",
    help=""Para registrar facturas ya emitidas por otro SIF y enviadas a AEAT.""
)
```

Al marcarlo:
```python
if self.type == 'sale' and self.verifactu_import_journal:
    self.verifactu_enabled = False
```

### Nuevos campos en `account.move`
```python
external_sif_id = fields.Char()
external_sif_installation = fields.Char()
external_rf_identifier = fields.Char()
is_external_invoice = fields.Boolean(compute=""_compute_is_external_invoice"", store=True)
```

### Bloqueo de impresión y envío
```python
def action_print(self):
    if self.is_external_invoice:
        raise UserError(""No se puede imprimir una factura emitida por otro SIF desde Odoo."")
    return super().action_print()

def action_invoice_sent(self):
    if self.is_external_invoice:
        raise UserError(""No se puede enviar por email una factura emitida por otro SIF."")
    return super().action_invoice_sent()
```

### Exclusión del flujo Verifactu
En el método que prepara envíos:
```python
moves = moves.filtered(lambda m: not m.is_external_invoice)
```

---

# 3️⃣ BENEFICIOS

- Cumple estrictamente con Verifactu y evita riesgos de “caja B”.
- Respeta la normativa sobre RF importados descrita en la FAQ 10.
- Permite a las empresas que trabajan con varios SIF integrar facturas sin duplicidad en AEAT.
- Mantiene una arquitectura modular:  
  - el módulo base es seguro y normativo,  
  - el módulo extra añade flexibilidad para quien realmente la necesita.


 [SEP] Vamos a empezar quitando la opción de desactivarlo, y luego se hace el módulo extra. Si quieres ir con ello, adelante. [SEP] Estoy de acuerdo con desactivar la opción creo que si alguien realmente lo necesita habria que hacer otro módulo como decis. [SEP] En todo caso... Creo que podremos pensar en todo esto de forma más pausada, con el aplazamiento. Como se suele decir: ""para mear y no echar gota"". Estoy en shock. [SEP] Noticia del aplazamiento.

[https://www.eleconomista.es/legal/noticias/13672020/12/25/hacienda-da-un-respiro-a-empresas-y-autonomos-y-retrasa-verifactu-a-2027.html](url)

Cuando este publicado en el boe, seguimos [SEP] ¿como quedó esto?
Verifactu sigue siendo obligatorio desde el verano pasado para la gente que empiece a usar el SIF [SEP] Sí, Odoo cuenta con VERI*FACTU. Otra cosa es que no se active hasta que no haga falta."
Issue,4626,verifactu v14 problemas con facturas validadas por error en extracomuinitario siendo intracomunitarias,"en el caso de clientes por ejemplo de andorra, si la posición fiscal es extracomunitario, la factura da error por el tipo de impuesto, y no deja subirla ni cambiar los impuestos, estos clientes suben correctamente como intracomunitario, pero si el cliente se equivoca en la posición fiscal la factura no sube, hay manera de solucionar esto , como se debería de actuar en tal caso? entiendo que debería de poderse cambiar la posición fiscal en facturas validadas para mandarlas de nuevo",
Issue,4623,[16.0] l10n_es_verifactu_oca: verifactu rechaza factura si el NIF lleva ES como prefijo,"Estamos con las pruebas en nuestro Odoo 16, donde un conector externo importa pedidos de Prestashop. Todo funciona correctamente, pero hay ocasiones donde el cliente pone ES delante de su CIF, como ESB00000000 en lugar de B00000000.

Esto es correcto de cara a Odoo, pero el módulo lo envía tal cual a verifactu, y el sistema lo rechaza indicando que el NIF no es válido.

Si esto viola la normativa, estaría bien que el módulo l10n_es_verifactu_oca limpiara los datos para comprobar que están en el formato correcto.

Carga enviada con ES:

```
""Destinatarios"": {
            ""IDDestinatario"": {
                ""NombreRazon"": ""xxxx ,S.COOP"",
                ""NIF"": ""ESF00000000""
            }
        },
```

Respuesta de VERI*FACTU:
```
{
    'IDFactura': {
        'IDEmisorFactura': 'B00000000',
        'NumSerieFactura': 'INV/2025/11/0344',
        'FechaExpedicionFactura': '26-11-2025'
    },
    'Operacion': {
        'TipoOperacion': 'Alta',
        'Subsanacion': None,
        'RechazoPrevio': None,
        'SinRegistroPrevio': None
    },
    'RefExterna': None,
    'EstadoRegistro': 'Incorrecto',
    'CodigoErrorRegistro': 1100,
    'DescripcionErrorRegistro': 'Valor o tipo incorrecto del campo.: NIF',
    'RegistroDuplicado': None
}
```

Modificamos el cliente para quitar el ES:

```
""Destinatarios"": {
            ""IDDestinatario"": {
                ""NombreRazon"": ""xxxx ,S.COOP"",
                ""NIF"": ""F00000000""
            }
        },
```

Y VERI*FACTU acepta la factura:
```

{
    'IDFactura': {
        'IDEmisorFactura': 'B00000000',
        'NumSerieFactura': 'INV/2025/11/0344',
        'FechaExpedicionFactura': '26-11-2025'
    },
    'Operacion': {
        'TipoOperacion': 'Alta',
        'Subsanacion': 'S',
        'RechazoPrevio': 'X',
        'SinRegistroPrevio': None
    },
    'RefExterna': None,
    'EstadoRegistro': 'Correcto',
    'CodigoErrorRegistro': None,
    'DescripcionErrorRegistro': None,
    'RegistroDuplicado': None
}
```
",
Issue,4620,Codigo del desarollador,"Hola, he instalado el modulo verifactu en la version 16 y me pide como configuracion en las compañias el codigo del desarrollador, como pudiera obtener ese codigo, Gracias",Revisa por favor las discusiones que hay en este repositorio donde ya se ha preguntado y contestado. Cierro al no ser una issue del código.
Issue,4618,l10n_es_verifactu_oca: Envios de cron en BBDD neutralizadas,"Buenas. Realizando pruebas con una base de datos neutralizada copiada de un despliegue en producción, he notado que el módulo de VERI*FACTU OCA continua comunicándose con los servidores de AEAT (en el log aparece `Starting job 'Send invoices to VERI*FACTU'.` y en el registro aparecen respuestas de los servidores).

Dado que los despliegues con bases de datos neutralizadas no suelen comunicarse con el exterior, tal vez sería más adecuado que el módulo inhabilitara las tareas de cron en ese caso. De otra forma, alguien podría crear facturas en el entorno neutralizado, a modo de prueba, pero estas romperían el encadenamiento del despliegue de producción al aparecer facturas de prueba desconocidas para éste. En caso de querer probar las comunicaciones con los servidores (bajo resposabilidad propia, por supuesto), las tareas podrían ser habilitadas manualmente.

Tal vez no haya entendido bien el propósito de las BBDD neutralizadas, o este comportamiento del módulo tiene algún motivo específico que no es evidente, en cuyo caso podría ser suficiente con documentarlo en el readme.

Gracias y saludos","Hola @ivilata cuando realizas un restore con el neutralice todos los CRON deberían quedar desactivados, por lo tanto revisa que el de VERI*FACTU se queda de esa manera, esto te garantiza que no se envía nada. [SEP] Es lo que comenta Mario. Cierro. [SEP] ¡Gracias @syci y @pedrobaeza! He vuelto a realizar la prueba reimportando la BDD como neutralizada (antes también lo estaba), y esta vez las tareas de cron no se han ejecutado. Creo que durante mis pruebas, como reinstalé el módulo de VERI*FACTU sobre la BDD neutralizada, tal vez se volvió a crear o actualizar la tarea, activa esta vez. Imagino que es el comportamiento esperado en este caso, así que nada.

Gracias de nuevo y disculpad por el ruido. 🙂 "
Issue,4615,[18.0] l10n_es_verifactu_oca: Facturas de España sin NIF o VAT,"A la hora de remitir facturas a VERI*FACTU, para destinatarios con país España pero de los que desconocemos o no podemos establecer en NIF, se envía la siguiente información a la AEAT.

```
""Destinatarios"": {
    ""IDDestinatario"": {
        ""NombreRazon"": ""XXX"",
        ""IDOtro"": {
            ""CodigoPais"": ""ES"",
             ""IDType"": ""06"",
             ""ID"": ""ESNO_DISPONIBLE"",
        }
    }
}
```

Lo que nos devuelve el siguiente error: _1126 - 'El valor del CodigoPais solo puede ser ES cuando el IDType sea Pasaporte (03) o No Censado (07). Si IDType es No Censado (07) el CodigoPais debe ser ES (España)._

¿En estos casos donde no conocemos o podemos establecer el NIF, se deberían mandar siempre las facturas como simplificadas a VERI*FACTU (marcándolo así en el contacto)? ¿O hay que hacerlo de alguna otra manera que aún no está contemplada o implementada en el módulo?

¡Gracias de antemano! :)","Si hay que hacer algún fix o improvement podría ponerme yo misma. @pedrobaeza @almumu  [SEP] Habría que marcar la casilla de simplificada en el contacto, sí. Creo que poner que haga eso automático podría ser algo arriesgado, ¿no creéis? [SEP] Sí, me parece bien que se haga de forma manual, así tenemos más control. ¡Mil gracias @pedrobaeza! Cierro la issue."
Issue,4613,[16.0] l10n_es_verifactu_oca: Permitir la modificación de cuentas contables en account.move con VeriFactu activado,"**### Descripción del problema**
Al validar una factura con VeriFactu activado, el documento queda completamente bloqueado. Esto implica que no es posible modificar los apuntes contables, incluyendo cambios en las cuentas contables asignadas.

En muchas empresas, las personas que emiten facturas no son las mismas que el equipo contable, y es habitual que posteriormente se detecten errores en la imputación contable (cuentas de gasto/ingreso incorrectas, cuentas analíticas, etc.).
Sin embargo, con VeriFactu activado, el contable no puede corregir estas cuentas, obligándole a emitir una factura rectificativa únicamente para ajustar asientos, lo cual:

No es operativo

Genera ruido administrativo innecesario

Produce documentos rectificativos que no reflejan un cambio real en la factura, sino solo en la contabilidad

Dificulta la operativa diaria en los departamentos contables

**### Solución preferida**

Permitir que, aun con VeriFactu activado y la factura validada, sea posible:

✔️ Modificar las cuentas contables de los apuntes líquidos en account.move.line
✔️ Permitir ajustes estrictamente contables sin afectar a los datos Verifactu (totales, bases, impuestos, cliente, fecha, etc.)
✔️ Mantener el bloqueo de todos los campos relacionados con la lógica y normativa VeriFactu, evitando cualquier modificación fiscal o de contenido de la factura

El objetivo es que solo los elementos puramente contables puedan ajustarse tras la validación.

**### Alternativas consideradas**

Realizar una factura rectificativa solo para corregir cuentas contables: no es aceptable operativamente porque no refleja una corrección del documento comercial, sino una necesidad contable interna.

Crear un asiento manual de ajuste: no es adecuado, ya que desvirtúa el vínculo entre factura y asiento contable.

Ninguna de las alternativas mantiene correctamente la trazabilidad ni se ajusta a la realidad operativa de las empresas.

**### Contexto adicional**

El propósito del bloqueo de VeriFactu es garantizar la integridad de la información fiscal y del documento legal. Sin embargo, las cuentas contables internas no forman parte de la información fiscal protegida por VeriFactu, y restricciones actuales limitan la operatividad contable sin motivo jurídico.

Sería ideal habilitar un mecanismo seguro para permitir estos ajustes contables posteriores.","Las correcciones se pueden hacer en asientos manuales, por ejemplo:
Se hicieron 5 facturas de 1000 euros en la cuenta 705000 cuando debía haber sido 700000.

Se hace un asiento manual

5000€ 705000   a   700000 5000€


Y queda mas robusto el verifactu siendo inmodificable [SEP] Efectivamente, ése sería el procedimiento. [SEP] Gracias"
